Frame, Time, HP, Atk, Def, SpD, SpD, Spe
12578, 3:29.63, 18, B, 5, 24, B, B
12579, 3:29.65, 17, B, 11, 15, A, 27
12580, 3:29.66, 27, B, 6, 18, 23, B
12581, 3:29.68, 5, 18, 23, 15, A, B
12582, 3:29.70, 27, B, 7, A, 30, B
12583, 3:29.71, 15, A, 30, B, A, 27
12584, 3:29.73, 27, 13, B, B, 13, A
12585, 3:29.75, 29, 18, 13, B, 31, A
12586, 3:29.76, 7, B, B, 23, A, 16
12587, 3:29.78, 16, A, 7, 28, 15, A
12588, 3:29.80, B, A, 15, 4, A, 14
12589, 3:29.81, 14, 4, A, 1, A, B
12590, 3:29.83, 21, B, A, B, 14, 12
12591, 3:29.85, 12, 13, 14, B, B, 25
12592, 3:29.86, 25, 11, 3, B, 4, A
12593, 3:29.88, B, 10, 4, 16, A, A
12594, 3:29.90, 1, 16, A, 25, 8, A
12595, 3:29.91, 6, A, 8, B, 1, 2
12596, 3:29.93, 2, B, 1, 27, 26, A
12597, 3:29.95, 1, B, B, 19, 9, B
12598, 3:29.96, 9, 19, 9, B, 28, A
12599, 3:29.98, 25, 8, A, 7, B, 10
12600, 3:30.00, 10, 7, 29, 2, A, B
12601, 3:30.01, 8, A, 25, 13, A, B
12602, 3:30.03, 12, 13, A, 22, 10, A
12603, 3:30.05, 17, A, 10, A, 11, 11
12604, 3:30.06, 11, 31, 11, A, A, 27
12605, 3:30.08, 27, 13, A, A, 7, A
12606, 3:30.10, 20, 10, A, A, 28, 29
12607, 3:30.11, 29, A, 28, A, A, 0
12608, 3:30.13, 0, 23, A, A, 31, 10
12609, 3:30.15, 10, B, 31, A, 25, 22
12610, 3:30.16, A, 3, 25, B, 6, 2
12611, 3:30.18, 2, B, B, 3, 21, B
12612, 3:30.20, 8, 3, 21, B, B, A
12613, 3:30.21, 14, 5, B, A, A, 24
12614, 3:30.23, 24, 1, A, 11, A, A
12615, 3:30.25, 18, B, 16, A, 13, 16
12616, 3:30.26, 16, B, 13, 20, 24, B
12617, 3:30.28, 29, 20, 24, B, 1, B
12618, 3:30.30, 19, 4, 1, B, A, 29
12619, 3:30.31, 29, 17, B, 15, 9, B
12620, 3:30.33, 16, 15, 9, 15, A, B
12621, 3:30.35, 0, 15, 11, B, B, B
12622, 3:30.36, 26, B, 5, 0, B, 7
12623, 3:30.38, 7, 0, B, 22, B, B
12624, 3:30.40, 21, B, B, 7, 28, A
12625, 3:30.41, 1, 7, 28, 27, A, 26
12626, 3:30.43, 26, A, 30, 7, A, 27
12627, 3:30.45, 27, B, A, 28, A, 31
12628, 3:30.46, 31, 28, 24, A, A, B
12629, 3:30.48, B, 16, A, A, 4, 3
12630, 3:30.50, 3, A, 4, A, 29, A
12631, 3:30.51, 31, 7, 29, A, 16, 12
12632, 3:30.53, 12, B, 16, A, 14, 10
12633, 3:30.55, A, A, 14, 19, 14, B
12634, 3:30.56, 6, A, B, 17, 15, 9
12635, 3:30.58, A, 17, A, 31, 19, A
12636, 3:30.60, 22, 31, A, A, 26, 24
12637, 3:30.61, 24, 27, A, B, 22, A
12638, 3:30.63, 0, 12, B, A, 31, 16
12639, 3:30.65, B, B, 31, 29, A, 25
12640, 3:30.66, 25, B, 20, A, B, 30
12641, 3:30.68, 30, B, 15, A, 30, 22
12642, 3:30.70, 22, 22, 30, 5, B, A
12643, 3:30.71, 6, 5, A, 10, A, A
12644, 3:30.73, 24, 10, A, A, A, 15
12645, 3:30.75, 15, A, 3, A, 3, A
12646, 3:30.76, 2, A, 3, A, 18, A
12647, 3:30.78, 5, 21, A, B, A, 1
12648, 3:30.80, 1, B, A, A, 30, 26
12649, 3:30.81, 26, 3, 30, A, 0, A
12650, 3:30.83, A, 24, A, 22, 11, A
12651, 3:30.85, 8, 22, A, B, 4, A
12652, 3:30.86, 14, B, 4, A, 31, 2
12653, 3:30.88, 2, A, B, 25, 24, A
12654, 3:30.90, A, A, 24, 20, A, 29
12655, 3:30.91, A, B, 7, A, 21, 14
12656, 3:30.93, 14, A, 21, B, 9, 14
12657, 3:30.95, 14, A, 9, A, 30, 20
12658, 3:30.96, 20, 20, A, 6, 30, B
12659, 3:30.98, 23, 6, B, B, 6, 4
12660, 3:31.00, 4, B, 6, 20, 3, B
12661, 3:31.01, 28, 20, 3, B, B, B
12662, 3:31.03, 14, B, 17, B, 1, B
12663, 3:31.05, 9, B, 1, 28, 18, B
12664, 3:31.06, 14, 28, 18, 8, A, 28
12665, 3:31.08, 28, B, 0, A, B, 19
12666, 3:31.10, 19, 21, B, 28, 14, B
12667, 3:31.11, 17, B, B, 4, 6, 9
12668, 3:31.13, 9, 4, 6, 25, B, B
12669, 3:31.15, 27, 25, 19, B, B, B
12670, 3:31.16, 15, B, 31, 2, 18, B
12671, 3:31.18, 17, B, 18, 8, A, B
12672, 3:31.20, 20, 8, 22, 29, B, A
12673, 3:31.21, 29, A, 8, 23, 9, B
12674, 3:31.23, 27, A, 9, 21, B, 5
12675, 3:31.25, 5, A, 10, 10, B, A
12676, 3:31.26, 19, 10, A, 30, B, 15
12677, 3:31.28, 15, A, B, A, 25, 1
12678, 3:31.30, 1, A, 25, A, B, 16
12679, 3:31.31, A, 0, A, 6, 7, A
12680, 3:31.33, A, A, 7, A, 23, 27
12681, 3:31.35, 27, A, 23, A, 26, 30
12682, 3:31.36, 30, B, A, 25, 26, 24
12683, 3:31.38, 24, A, 26, A, 24, B
12684, 3:31.40, 25, B, 24, A, 0, 30
12685, 3:31.41, 30, 4, A, 21, B, B
12686, 3:31.43, B, 21, 19, B, B, 20
12687, 3:31.45, 20, B, B, 12, B, 12
12688, 3:31.46, 12, 12, B, 15, B, B
12689, 3:31.48, 24, B, 15, 4, A, 21
12690, 3:31.50, 21, 4, 20, 19, A, B
12691, 3:31.51, 2, 19, 19, 13, A, A
12692, 3:31.53, 23, 13, A, B, 18, A
12693, 3:31.55, 3, 8, 18, A, A, B
12694, 3:31.56, B, A, 15, B, 7, 31
12695, 3:31.58, 31, 14, A, 24, B, A
12696, 3:31.60, 23, 24, B, A, A, 6
12697, 3:31.61, 6, A, 1, 6, A, B
12698, 3:31.63, 26, B, B, A, 22, 18
12699, 3:31.65, 18, A, 22, 9, B, B
12700, 3:31.66, 13, 9, A, B, 15, A
12701, 3:31.68, A, 15, 15, 4, A, 9
12702, 3:31.70, 9, A, 29, B, 28, A
12703, 3:31.71, 8, A, 28, 23, B, 24
12704, 3:31.73, 24, 23, B, B, 23, 13
12705, 3:31.75, A, 2, 23, B, 31, B
12706, 3:31.76, 11, 1, B, B, B, 6
12707, 3:31.78, 6, B, 10, B, 14, A
12708, 3:31.80, 0, A, B, 2, 3, A
12709, 3:31.81, 22, 2, 3, 24, A, A
12710, 3:31.83, 29, A, 21, A, A, 26
12711, 3:31.85, 26, A, 24, 6, A, 21
12712, 3:31.86, 21, B, 23, A, 17, A
12713, 3:31.88, 9, B, B, 7, 27, 13
12714, 3:31.90, B, A, 27, B, 4, 20
12715, 3:31.91, B, 17, 4, 5, 22, A
12716, 3:31.93, A, 5, 22, 30, A, A
12717, 3:31.95, 28, 30, A, B, A, 4
12718, 3:31.96, 4, A, 2, 8, 7, B
12719, 3:31.98, B, A, 7, A, 12, 25
12720, 3:32.00, A, A, 12, 18, 4, A
12721, 3:32.01, 9, B, 4, A, 28, A
12722, 3:32.03, 6, A, 28, 10, 6, A
12723, 3:32.05, 4, B, B, A, 4, 0
12724, 3:32.06, 0, 12, B, A, 31, A
12725, 3:32.08, B, 9, 31, B, A, 24
12726, 3:32.10, 24, 26, 31, 25, A, B
12727, 3:32.11, B, 25, A, B, 22, 16
12728, 3:32.13, 16, B, 22, 6, A, A
12729, 3:32.15, 17, 6, 28, A, 18, 2
12730, 3:32.16, 2, 25, A, 25, A, A
12731, 3:32.18, A, 25, 18, A, 17, 10
12732, 3:32.20, 10, A, A, 3, 6, A
12733, 3:32.21, A, B, 6, 7, A, 22
12734, 3:32.23, 22, 7, 13, A, 17, B
12735, 3:32.25, 29, B, B, 11, 30, A
12736, 3:32.26, 14, 11, B, 5, 28, B
12737, 3:32.28, 24, 5, B, B, 20, 16
12738, 3:32.30, 16, B, B, 10, 19, A
12739, 3:32.31, 18, 10, 19, B, 10, B
12740, 3:32.33, 8, 4, 10, B, B, 13
12741, 3:32.35, 13, B, 27, A, 24, 30
12742, 3:32.36, 30, A, 24, 1, 21, A
12743, 3:32.38, 13, 1, A, A, B, 9
12744, 3:32.40, 9, 0, B, A, 16, A
12745, 3:32.41, 11, 30, A, A, B, 2
12746, 3:32.43, 2, 7, A, A, A, 5
12747, 3:32.45, A, 19, 18, B, 6, 19
12748, 3:32.46, 19, A, 6, B, 2, A
12749, 3:32.48, B, A, A, 9, 17, 22
12750, 3:32.50, A, 9, A, 26, 14, B
12751, 3:32.51, 7, B, A, 3, 19, B
12752, 3:32.53, 26, B, 19, B, 21, B
12753, 3:32.55, B, 13, 21, 19, A, 16
12754, 3:32.56, 16, A, 6, B, 11, B
12755, 3:32.58, 5, B, 11, 9, 2, A
12756, 3:32.60, 8, A, 2, A, 2, B
12757, 3:32.61, 10, 23, 2, A, A, A
12758, 3:32.63, 7, 3, A, A, 26, 13
12759, 3:32.65, 13, A, 26, B, 6, A
12760, 3:32.66, 1, 14, 6, A, 12, B
12761, 3:32.68, 4, 18, A, B, 8, 21
12762, 3:32.70, A, 30, B, 21, A, 30
12763, 3:32.71, 30, 21, B, B, 29, A
12764, 3:32.73, 6, A, 29, 29, B, A
12765, 3:32.75, 18, A, B, 2, A, 30
12766, 3:32.76, 30, A, 13, 10, 19, A
12767, 3:32.78, A, 10, 19, B, 0, 30
12768, 3:32.80, 30, A, 0, A, 15, 5
12769, 3:32.81, B, B, 15, A, 16, 16
12770, 3:32.83, 16, 22, A, B, B, 17
12771, 3:32.85, B, B, 7, 6, B, 18
12772, 3:32.86, 18, 6, B, 6, B, A
12773, 3:32.88, 26, 6, B, A, 2, A
12774, 3:32.90, 12, 29, A, 25, A, A
12775, 3:32.91, 15, B, A, 27, 17, 24
12776, 3:32.93, 24, B, 17, A, A, 9
12777, 3:32.95, 9, 1, A, B, 27, 5
12778, 3:32.96, 5, 15, 27, A, A, 19
12779, 3:32.98, 19, 19, B, A, 11, A
12780, 3:33.00, 20, 18, 11, 4, A, B
12781, 3:33.01, 26, 4, B, B, 15, 6
12782, 3:33.03, 6, A, 15, 18, B, 19
12783, 3:33.05, B, 18, 11, A, A, 26
12784, 3:33.06, 26, 0, 17, A, B, 29
12785, 3:33.08, 29, 11, B, B, 17, A
12786, 3:33.10, 26, B, 17, A, B, 12
12787, 3:33.11, B, 13, 20, 25, 18, B
12788, 3:33.13, 23, 25, B, 17, A, 27
12789, 3:33.15, 27, 17, 25, B, A, 6
12790, 3:33.16, 6, 1, 28, B, 7, B
12791, 3:33.18, B, B, 7, B, 2, 17
12792, 3:33.20, 17, 23, 2, 21, B, B
12793, 3:33.21, 7, 21, B, 9, 29, B
12794, 3:33.23, 26, 9, B, 23, B, 25
12795, 3:33.25, 25, 23, 3, 22, B, B
12796, 3:33.26, 12, B, 24, 4, 30, B
12797, 3:33.28, 25, 4, 30, 12, B, A
12798, 3:33.30, 9, B, 27, 15, B, A
12799, 3:33.31, 31, 15, 14, 1, B, B
12800, 3:33.33, 15, B, 12, 21, 27, B
12801, 3:33.35, 29, 21, 27, B, B, B
12802, 3:33.36, B, 22, 11, 10, B, A
12803, 3:33.38, 11, A, 7, 18, A, 7
12804, 3:33.40, 7, 18, 26, 5, A, A
12805, 3:33.41, 8, A, 15, B, 24, A
12806, 3:33.43, 15, A, 24, A, 17, B
12807, 3:33.45, B, B, A, 1, 6, 11
12808, 3:33.46, 11, 1, 6, A, B, 11
12809, 3:33.48, B, B, 19, B, 10, 30
12810, 3:33.50, 30, 1, 10, 8, B, B
12811, 3:33.51, B, 8, 19, B, A, 0
12812, 3:33.53, 0, A, 1, 31, 28, A
12813, 3:33.55, 11, A, 28, A, A, 30
12814, 3:33.56, 30, 25, A, B, A, 1
12815, 3:33.58, 1, B, B, 30, 21, A
12816, 3:33.60, 31, B, 21, A, 4, 17
12817, 3:33.61, 17, 25, B, 26, B, 11
12818, 3:33.63, 11, 26, A, 20, B, 2
12819, 3:33.65, 2, B, 16, 17, 27, B
12820, 3:33.66, 20, B, 27, 23, A, 30
12821, 3:33.68, 30, 23, B, 2, A, A
12822, 3:33.70, 31, 2, 14, A, 23, B
12823, 3:33.71, 11, 2, 23, A, B, A
12824, 3:33.73, 8, 11, A, A, B, 3
12825, 3:33.75, 3, 3, 15, A, B, 25
12826, 3:33.76, 25, 12, 24, A, 0, 13
12827, 3:33.78, 13, 4, 0, A, B, 2
12828, 3:33.80, A, 24, A, 0, B, 14
12829, 3:33.81, 14, 0, 9, A, 23, 31
12830, 3:33.83, 31, B, 23, A, 30, 30
12831, 3:33.85, A, 5, B, 4, B, 10
12832, 3:33.86, B, B, 22, 25, B, 7
12833, 3:33.88, 7, 25, 2, B, A, 6
12834, 3:33.90, B, 8, 14, A, B, 8
12835, 3:33.91, 8, 23, 16, 11, B, B
12836, 3:33.93, 15, B, 26, A, B, 28
12837, 3:33.95, 28, 10, 15, A, B, A
12838, 3:33.96, A, 4, A, 31, 24, B
12839, 3:33.98, 3, B, 24, B, 30, 9
12840, 3:34.00, 9, 25, 30, B, B, 26
12841, 3:34.01, B, 1, B, 1, 30, B
12842, 3:34.03, 21, B, B, 6, 10, B
12843, 3:34.05, 5, 6, 10, 29, B, B
12844, 3:34.06, 2, 29, 27, 29, A, 30
12845, 3:34.08, 30, 29, 5, A, B, A
12846, 3:34.10, 5, A, 22, 28, B, A
12847, 3:34.11, 25, A, 2, 14, B, A
12848, 3:34.13, 17, 14, 26, B, A, 11
12849, 3:34.15, 11, B, A, 24, 26, A
12850, 3:34.16, 13, A, B, 26, 11, 15
12851, 3:34.18, 15, A, 11, 5, A, 8
12852, 3:34.20, 8, 5, A, B, 14, 30
12853, 3:34.21, 30, 8, B, A, 29, A
12854, 3:34.23, 25, 22, B, A, 9, A
12855, 3:34.25, 20, 23, A, A, 1, B
12856, 3:34.26, 15, A, A, B, 5, 30
12857, 3:34.28, 30, B, 5, 25, A, B
12858, 3:34.30, 26, 25, A, 1, B, A
12859, 3:34.31, B, A, 31, B, 23, 17
12860, 3:34.33, 17, 7, 23, 23, B, A
12861, 3:34.35, 24, 23, B, A, 3, 8
12862, 3:34.36, 8, A, 3, 5, B, 25
12863, 3:34.38, 25, 5, 10, A, B, A
12864, 3:34.40, 22, B, 27, 8, A, 11
12865, 3:34.41, 11, B, 26, 5, A, B
12866, 3:34.43, 10, A, B, B, 29, 15
12867, 3:34.45, 15, 30, 29, 22, A, A
12868, 3:34.46, A, 22, A, 7, 9, A
12869, 3:34.48, 0, 7, 9, A, 23, A
12870, 3:34.50, 21, A, 23, B, A, 4
12871, 3:34.51, A, B, B, 11, 23, 27
12872, 3:34.53, 27, B, B, B, 26, 29
12873, 3:34.55, 29, 5, B, 16, A, 18
12874, 3:34.56, 18, 16, A, 2, B, 26
12875, 3:34.58, 26, 2, 14, 24, 8, B
12876, 3:34.60, 0, A, 8, 23, B, B
12877, 3:34.61, 26, 23, 8, 24, A, B
12878, 3:34.63, 3, 24, A, A, A, 3
12879, 3:34.65, 3, 1, A, A, 31, A
12880, 3:34.66, 25, A, A, 14, 4, A
12881, 3:34.68, 20, B, A, 11, 13, 7
12882, 3:34.70, 7, B, A, 29, 14, 27
12883, 3:34.71, B, B, 14, A, 9, 26
12884, 3:34.73, 26, A, B, 4, A, 0
12885, 3:34.75, A, 4, A, 10, 16, A
12886, 3:34.76, 28, B, 16, A, A, 24
12887, 3:34.78, 24, B, 13, 18, 25, A
12888, 3:34.80, B, A, 25, 12, B, 3
12889, 3:34.81, 3, 12, A, B, 26, A
12890, 3:34.83, 5, 3, 26, A, B, A
12891, 3:34.85, 0, B, 28, 1, B, 0
12892, 3:34.86, 0, B, 21, B, 25, B
12893, 3:34.88, 0, 18, B, 27, B, 13
12894, 3:34.90, B, B, 30, 8, 7, B
12895, 3:34.91, 27, 8, 7, 26, B, A
12896, 3:34.93, 28, 26, 1, 30, B, A
12897, 3:34.95, 18, A, 12, 8, A, 11
12898, 3:34.96, 11, 8, 2, B, A, B
12899, 3:34.98, 9, 13, 6, B, A, B
12900, 3:35.00, 21, A, 0, B, B, 27
12901, 3:35.01, 27, A, 27, 0, 11, B
12902, 3:35.03, A, 0, B, 9, A, 22
12903, 3:35.05, 22, B, 12, B, A, 9
12904, 3:35.06, 9, 1, 20, 16, B, B
12905, 3:35.08, B, A, 30, 16, 15, 29
12906, 3:35.10, 29, B, 15, A, A, 11
12907, 3:35.11, A, 19, 25, A, A, 2
12908, 3:35.13, 2, 7, 14, B, 25, A
12909, 3:35.15, 7, A, 25, B, 28, 0
12910, 3:35.16, B, 24, 28, A, A, 7
12911, 3:35.18, 7, 17, 11, A, B, A
12912, 3:35.20, A, 2, 17, A, 24, B
12913, 3:35.21, 18, B, 24, 29, A, B
12914, 3:35.23, 0, B, A, 27, 31, A
12915, 3:35.25, B, B, 31, 16, A, 19
12916, 3:35.26, 19, B, 22, 8, B, A
12917, 3:35.28, 14, 8, 9, B, B, 16
12918, 3:35.30, 16, B, 12, 21, A, B
12919, 3:35.31, 1, A, B, 22, B, 12
12920, 3:35.33, 12, A, 11, 13, 20, B
12921, 3:35.35, 23, A, 20, 27, B, 2
12922, 3:35.36, 2, 27, 6, 31, A, 15
12923, 3:35.38, 15, 31, A, 0, A, A
12924, 3:35.40, 23, A, 24, A, A, 13
12925, 3:35.41, 13, B, 6, 27, 13, A
12926, 3:35.43, 20, B, A, A, 23, 11
12927, 3:35.45, B, B, 23, 15, 24, 3
12928, 3:35.46, 3, 15, 24, A, 26, A
12929, 3:35.48, 2, 23, 26, A, 26, 16
12930, 3:35.50, 16, 11, 26, 16, A, A
12931, 3:35.51, 30, 16, 30, B, 8, 4
12932, 3:35.53, 4, B, B, 31, A, 21
12933, 3:35.55, B, 31, 8, A, 31, 14
12934, 3:35.56, 14, 17, 31, B, A, A
12935, 3:35.58, A, 15, A, 1, 2, A
12936, 3:35.60, 26, A, 2, A, 19, A
12937, 3:35.61, 0, B, A, 4, 4, A
12938, 3:35.63, A, A, 4, 13, B, 1
12939, 3:35.65, 1, A, B, B, 11, 17
12940, 3:35.66, 17, B, A, 26, A, 14
12941, 3:35.68, B, 26, A, B, 29, 4
12942, 3:35.70, 4, 22, 29, B, B, 12
12943, 3:35.71, 12, 22, B, B, 1, 10
12944, 3:35.73, 10, 8, B, 6, A, B
12945, 3:35.75, 15, A, 11, B, 30, A
12946, 3:35.76, 2, 24, A, 16, A, B
12947, 3:35.78, 15, B, 1, A, A, 26
12948, 3:35.80, 26, A, A, 21, 2, B
12949, 3:35.81, 15, 21, 2, A, 25, B
12950, 3:35.83, A, 12, 25, B, 28, B
12951, 3:35.85, 21, A, 28, B, 25, B
12952, 3:35.86, 18, 5, B, A, A, 4
12953, 3:35.88, 4, 7, 15, A, A, A
12954, 3:35.90, 25, B, A, 11, A, 22
12955, 3:35.91, 22, A, B, 3, 28, A
12956, 3:35.93, 0, A, 28, A, 4, 7
12957, 3:35.95, 7, 12, 4, A, 19, B
12958, 3:35.96, 7, B, A, B, 8, 16
12959, 3:35.98, 16, B, 8, A, 23, 20
12960, 3:36.00, 20, 9, A, 13, A, 6
12961, 3:36.01, 6, 13, A, 9, A, 1
12962, 3:36.03, 1, B, 7, 22, A, 22
12963, 3:36.05, 22, A, 23, A, 19, B
12964, 3:36.06, 6, B, A, B, 26, 23
12965, 3:36.08, A, 26, 26, B, 29, B
12966, 3:36.10, 19, B, 29, B, 2, 8
12967, 3:36.11, 8, 3, 2, 21, B, B
12968, 3:36.13, 22, B, 23, B, 14, B
12969, 3:36.15, 16, B, 14, 14, B, B
12970, 3:36.16, 29, 14, B, 5, A, 4
12971, 3:36.18, 4, 5, A, 18, A, B
12972, 3:36.20, 21, 18, 25, A, A, 21
12973, 3:36.21, 21, B, 10, 24, 23, A
12974, 3:36.23, 23, B, 23, 25, 19, B
12975, 3:36.25, B, B, B, 0, 13, 3
12976, 3:36.26, 3, 0, 13, B, B, 19
12977, 3:36.28, 19, 7, B, B, B, 20
12978, 3:36.30, 20, 6, B, 26, 19, A
12979, 3:36.31, 8, A, 19, 29, A, 24
12980, 3:36.33, 24, 29, 13, A, A, B
12981, 3:36.35, 11, A, 6, A, 31, B
12982, 3:36.36, 11, 23, A, A, 5, B
12983, 3:36.38, 29, 19, A, 24, 12, B
12984, 3:36.40, A, B, 12, B, 27, 17
12985, 3:36.41, 17, B, 27, 31, B, B
12986, 3:36.43, 18, 31, 22, B, A, 30
12987, 3:36.45, 30, 28, 25, B, B, A
12988, 3:36.46, 1, 4, 22, 26, A, B
12989, 3:36.48, 22, 26, 18, A, A, 12
12990, 3:36.50, 12, 10, 21, 1, A, B
12991, 3:36.51, 19, 1, A, B, 31, B
12992, 3:36.53, 23, A, 31, 28, B, 3
12993, 3:36.55, 3, 28, A, B, 6, A
12994, 3:36.56, 6, 27, A, 11, 0, A
12995, 3:36.58, 25, 11, 0, B, 16, A
12996, 3:36.60, 2, B, B, 9, 30, A
12997, 3:36.61, B, 9, B, B, 12, 29
12998, 3:36.63, B, B, 12, 4, B, 25
12999, 3:36.65, 25, B, 21, B, 20, A
13000, 3:36.66, 6, 5, 20, 27, B, 20
13001, 3:36.68, 20, A, 26, 17, 14, A
13002, 3:36.70, 2, A, A, 16, 7, B
13003, 3:36.71, 27, 16, 7, A, 9, B
13004, 3:36.73, 21, B, A, 1, B, 7
13005, 3:36.75, 7, B, 12, B, 0, 1
13006, 3:36.76, 1, 6, 0, B, A, 28
13007, 3:36.78, 28, 4, 21, B, 25, B
13008, 3:36.80, 17, A, B, 27, A, 4
13009, 3:36.81, 4, 27, A, A, B, 30
13010, 3:36.83, 30, 18, 7, A, 19, A
13011, 3:36.85, 31, B, 19, A, A, 21
13012, 3:36.86, 21, 11, 22, A, B, A
13013, 3:36.88, B, 6, 20, B, A, 2
13014, 3:36.90, 2, 27, 8, B, B, 1
13015, 3:36.91, B, 3, B, A, 26, 20
13016, 3:36.93, 20, A, 26, 14, B, 6
13017, 3:36.95, A, 14, 30, B, 6, B
13018, 3:36.96, 22, B, 6, 24, B, B
13019, 3:36.98, 15, B, B, 0, A, 2
13020, 3:37.00, 2, 0, 20, B, B, 3
13021, 3:37.01, 3, 9, 23, 5, B, B
13022, 3:37.03, 13, 5, 24, B, B, 28
13023, 3:37.05, 28, 13, 13, 18, 26, B
13024, 3:37.06, 19, B, B, 31, 31, A
13025, 3:37.08, 3, 31, 31, 28, B, 7
13026, 3:37.10, 7, 28, 7, 29, A, B
13027, 3:37.11, 14, B, 3, A, 7, B
13028, 3:37.13, 1, A, 7, 26, 5, B
13029, 3:37.15, 17, B, 5, A, 23, B
13030, 3:37.16, 19, A, 23, 21, B, 25
13031, 3:37.18, 25, 21, 30, 24, A, B
13032, 3:37.20, 18, 24, 31, A, 25, B
13033, 3:37.21, 21, 2, 25, A, B, 21
13034, 3:37.23, 21, 13, 1, A, A, B
13035, 3:37.25, A, A, 0, 1, 5, B
13036, 3:37.26, 25, A, 5, 0, B, A
13037, 3:37.28, 9, A, 28, 4, 13, 10
13038, 3:37.30, 10, 4, 13, A, 26, A
13039, 3:37.31, 23, A, A, 7, 22, 29
13040, 3:37.33, 29, A, 22, B, A, 12
13041, 3:37.35, 12, 12, B, A, 23, 8
13042, 3:37.36, 8, B, A, B, 27, 29
13043, 3:37.38, 29, B, A, 14, 26, B
13044, 3:37.40, 24, A, B, 8, 17, B
13045, 3:37.41, 22, 8, 17, 6, B, A
13046, 3:37.43, 10, 6, B, 30, 31, A
13047, 3:37.45, 8, B, 31, 9, A, B
13048, 3:37.46, 1, 9, 30, 2, 19, A
13049, 3:37.48, B, B, 19, 25, 20, A
13050, 3:37.50, 11, 25, 20, B, A, 17
13051, 3:37.51, 17, B, A, B, 28, 12
13052, 3:37.53, 12, B, 28, 30, 27, A
13053, 3:37.55, 21, A, 27, B, A, 16
13054, 3:37.56, 16, 0, 3, 27, B, A
13055, 3:37.58, A, 27, 30, A, 28, B
13056, 3:37.60, 16, B, 28, A, 28, 13
13057, 3:37.61, A, 17, 28, 6, A, B
13058, 3:37.63, 12, 6, B, B, 10, A
13059, 3:37.65, 31, 24, B, 29, A, B
13060, 3:37.66, 10, 29, B, B, 8, 24
13061, 3:37.68, 24, 29, 8, 3, B, 31
13062, 3:37.70, 31, B, 10, B, 3, A
13063, 3:37.71, 18, 23, 3, A, A, 1
13064, 3:37.73, 1, 24, A, 0, 30, A
13065, 3:37.75, 26, 0, 30, A, A, 31
13066, 3:37.76, 31, B, 13, A, A, 9
13067, 3:37.78, A, 24, 24, B, B, 11
13068, 3:37.80, 11, 13, 16, B, 7, B
13069, 3:37.81, B, B, 7, 25, A, 26
13070, 3:37.83, 26, 25, 21, A, 30, B
13071, 3:37.85, 20, 22, 30, 24, A, A
13072, 3:37.86, 14, B, A, 6, 25, B
13073, 3:37.88, 18, A, 25, B, A, 27
13074, 3:37.90, 27, A, 30, B, A, 9
13075, 3:37.91, 9, 24, 0, A, A, A
13076, 3:37.93, 9, 27, A, B, 7, A
13077, 3:37.95, 20, A, B, B, 14, 11
13078, 3:37.96, B, B, 14, B, 27, 28
13079, 3:37.98, 28, B, B, 23, B, 21
13080, 3:38.00, B, 23, 30, 27, B, B
13081, 3:38.01, 10, 27, 8, 11, B, 26
13082, 3:38.03, 26, 11, B, 3, B, 12
13083, 3:38.05, 12, B, 1, 26, A, 7
13084, 3:38.06, 7, 26, 15, A, 16, A
13085, 3:38.08, 21, A, 16, A, 29, B
13086, 3:38.10, 31, B, 29, A, 15, A
13087, 3:38.11, 31, 3, 15, A, 31, A
13088, 3:38.13, 23, 23, A, 14, A, 9
13089, 3:38.15, A, B, 14, 19, 30, 29
13090, 3:38.16, 29, 19, 30, A, B, 18
13091, 3:38.18, 18, B, B, A, 1, 6
13092, 3:38.20, 6, B, A, 2, B, 7
13093, 3:38.21, 7, 2, 4, A, 15, B
13094, 3:38.23, 8, 3, 15, A, B, 10
13095, 3:38.25, A, 11, 22, B, 18, A
13096, 3:38.26, 28, 11, 18, B, 19, A
13097, 3:38.28, 11, A, 19, 31, B, B
13098, 3:38.30, 6, 31, B, B, 25, 15
13099, 3:38.31, 15, B, 25, 22, 7, B
13100, 3:38.33, 17, B, 7, B, A, 2
13101, 3:38.35, 2, B, A, 12, 18, A
13102, 3:38.36, 25, 12, 18, A, A, B
13103, 3:38.38, 26, 15, 12, B, B, A
13104, 3:38.40, 13, 28, 4, A, 0, B
13105, 3:38.41, B, A, 0, 16, 6, B
13106, 3:38.43, 29, 16, 6, B, A, 13
13107, 3:38.45, 13, B, 24, A, B, 18
13108, 3:38.46, 18, 5, 5, 29, A, A
13109, 3:38.48, 14, B, B, 12, 2, A
13110, 3:38.50, 13, 12, 2, 30, B, B
13111, 3:38.51, B, B, 18, A, 10, 24
13112, 3:38.53, 24, 10, 10, 12, B, A
13113, 3:38.55, 9, 12, A, A, 0, A
13114, 3:38.56, 12, 26, 0, A, A, A
13115, 3:38.58, 7, A, A, 16, 6, 26
13116, 3:38.60, A, B, 6, A, 7, 9
13117, 3:38.61, 9, 28, A, A, 16, 1
13118, 3:38.63, 1, B, 16, A, 14, 10
13119, 3:38.65, 10, 0, 14, A, 10, A
13120, 3:38.66, 16, 21, 10, B, A, 0
13121, 3:38.68, 0, 17, 19, B, 6, A
13122, 3:38.70, 2, A, 6, A, 21, 16
13123, 3:38.71, 16, 2, 21, A, A, 29
13124, 3:38.73, A, B, 18, A, 24, 6
